"","Name","Publisher","Developer","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"151","Assassin's Creed","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"152","God of War III","Sony Computer Entertainment","SCE Santa Monica","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios muy alto","n? cr?ticas usuarios bajo"
"153","Crash Team Racing","Sony Computer Entertainment","Naughty Dog","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"154","LEGO Star Wars: The Complete Saga","LucasArts","TT Fusion","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"155","Driver 2","Atari","Reflections Interactive","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"156","Batman: Arkham City","Warner Bros. Interactive Entertainment","Rocksteady Studios","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"157","Tony Hawk's Pro Skater 2","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"158","The Lord of the Rings: The Two Towers","Electronic Arts","Stormfront Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"159","Tomb Raider","Eidos Interactive","Core Design Ltd.","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"160","Animal Crossing: City Folk","Nintendo","Nintendo","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"161","Uncharted: The Nathan Drake Collection","Sony Computer Entertainment","Bluepoint Games","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"162","The Legend of Zelda: The Wind Waker","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"163","Guitar Hero III: Legends of Rock","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"164","Luigi's Mansion: Dark Moon","Nintendo","Next Level Games","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"165","Forza Motorsport 4","Microsoft Game Studios","Turn 10","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"166","Madden NFL 2005","Electronic Arts","EA Tiburon","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"167","Guitar Hero III: Legends of Rock","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"168","Madden NFL 07","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"169","Halo 5: Guardians","Microsoft Game Studios","343 Industries","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"170","Spider-Man: The Movie","Activision","Treyarch","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"171","Call of Duty: Infinite Warfare","Activision","Infinity Ward","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"172","God of War","Sony Computer Entertainment","SCE Santa Monica","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"173","Splatoon","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"174","Nintendo Land","Nintendo","Nintendo","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"175","Tony Hawk's Pro Skater 3","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"176","Winning Eleven: Pro Evolution Soccer 2007","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"177","The Elder Scrolls IV: Oblivion","Take-Two Interactive","Bethesda Softworks","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"178","Need for Speed: Most Wanted","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"179","Michael Jackson: The Experience","Ubisoft","Ubisoft Paris, Ubisoft Montpellier","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"180","Resistance: Fall of Man","Sony Computer Entertainment","Insomniac Games","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"181","Kingdom Hearts II","Square Enix","Square Enix","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"182","Super Mario 3D World","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"183","Fable II","Microsoft Game Studios","Lionhead Studios","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"184","Namco Museum","Namco Bandai Games","Mass Media","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"185","Batman: Arkham Asylum","Eidos Interactive","Rocksteady Studios","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"186","Metal Gear Solid 3: Snake Eater","Konami Digital Entertainment","KCEJ","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"187","Assassin's Creed: Revelations","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"188","Fallout 4","Bethesda Softworks","Bethesda Game Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"189","FIFA 14","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"190","Daxter","Sony Computer Entertainment","Ready at Dawn","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"191","FIFA Soccer 06","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"192","EyeToy Play","Sony Computer Entertainment","SCEE, Zoe Mode","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"193","Gran Turismo 5 Prologue","Sony Computer Entertainment","Polyphony Digital","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"194","Assassin's Creed: Revelations","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"195","Street Fighter IV","Capcom","Capcom","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"196","Madden NFL 2003","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"197","Half-Life","Vivendi Games","Valve Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios bajo"
"198","World of Warcraft: The Burning Crusade","Activision","Blizzard Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"199","Battlefield 1","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"200","God of War II","Sony Computer Entertainment","SCE Santa Monica","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"201","Fallout: New Vegas","Bethesda Softworks","Obsidian Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"202","Forza Motorsport 2","Microsoft Game Studios","Turn 10","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"203","Carnival Games","Take-Two Interactive","Cat Daddy Games","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"204","Watch Dogs","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"205","Tekken Tag Tournament","Namco Bandai Games","Namco","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"206","Far Cry 4","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"207","Left 4 Dead 2","Electronic Arts","Valve Software","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"208","The Witcher 3: Wild Hunt","Namco Bandai Games","CD Projekt Red Studio","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy alto"
"209","Assassin's Creed: Unity","Ubisoft","Ubisoft, Ubisoft Montreal","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"210","Batman: Arkham Knight","Warner Bros. Interactive Entertainment","Rocksteady Studios","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"211","The Legend of Zelda: Skyward Sword","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"212","Fallout 3","Bethesda Softworks","Bethesda Game Studios","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"213","Professor Layton and the Diabolical Box","Nintendo","Level 5","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"214","EA Sports Active","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"215","Tony Hawk's Underground","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"216","Monster Hunter 4 Ultimate","Nintendo","Capcom","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"217","The Elder Scrolls V: Skyrim","Bethesda Softworks","Bethesda Game Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy alto"
"218","NBA 2K16","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"219","Tekken 5","Namco Bandai Games","Namco","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"220","MotorStorm","Sony Computer Entertainment","Evolution Studios","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"221","World Soccer Winning Eleven 8 International","Konami Digital Entertainment","KCET","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"222","Sports Champions","Sony Computer Entertainment","SCEA, Zindagi Games","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"223","Call of Duty: Ghosts","Activision","Infinity Ward","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"224","Flash Focus: Vision Training in Minutes a Day","Nintendo","Nintendo, Namco Bandai Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"225","Tom Clancy's The Division","Ubisoft","Massive Entertainment","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"226","Big Brain Academy: Wii Degree","Nintendo","Nintendo","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"227","LEGO Indiana Jones: The Original Adventures","Activision","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"228","The Sims: Unleashed","Electronic Arts","Maxis","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"229","Harry Potter and the Sorcerer's Stone","Electronic Arts","Argonaut Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"230","Super Paper Mario","Nintendo","Intelligent Systems","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"231","Spyro: Year of the Dragon","Sony Computer Entertainment","Insomniac Games","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"232","Assassin's Creed IV: Black Flag","Ubisoft","Ubisoft","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"233","FIFA Soccer 2005","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"234","Tony Hawk's Pro Skater 4","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"235","MySims","Electronic Arts","TOSE","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"236","Midnight Club 3: DUB Edition","Take-Two Interactive","Rockstar Leeds","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"237","SOCOM: U.S. Navy SEALs","Sony Computer Entertainment","Zipper Interactive","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"238","Jak and Daxter: The Precursor Legacy","Sony Computer Entertainment","Naughty Dog","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"239","Pro Evolution Soccer 2008","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"240","Resident Evil 4","Capcom","Capcom","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"241","Guitar Hero: World Tour","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"242","FIFA Soccer 10","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"243","Star Wars: Battlefront","LucasArts","Pandemic Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"244","The Simpsons: Road Rage","Electronic Arts","Fox Interactive","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"245","Luigi's Mansion","Nintendo","Nintendo","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"246","Battlefield 4","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"247","Star Wars: Battlefront II","LucasArts","Pandemic Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"248","Cooking Mama 2: Dinner With Friends","505 Games","Office Create","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"249","Grand Theft Auto: Liberty City Stories","Take-Two Interactive","Rockstar Leeds","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
