"","Name","Publisher","Developer","Puntajes Cr?ticos","Puntajes usuarios"
"6043","Broken Sword: The Shadow of the Templars","BAM! Entertainment","Revolution Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6044","Resident Evil - Code: Veronica X","Capcom","Nex Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6045","Trapt","Tecmo Koei","Paon Corporation","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6046","Lord of Magna: Maiden Heaven","Marvelous Entertainment","Marvelous Inc.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6047","Worms 3D","Sega","Team 17","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6048","PoPoLoCrois","Ignition Entertainment","G-Artists","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6049","Dragon Rage","3DO","3DO","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6050","Theresia...","Arc System Works","WorkJam","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6051","Sacred 2: Fallen Angel","Ascaron Entertainment GmbH","Ascaron Entertainment GmbH, Ascaron Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6052","Adventure Time: The Secret of the Nameless Kingdom","Little Orbit","WayForward","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6053","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","Konami Digital Entertainment","Konami","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6054","Jumper: Griffin's Story","Eidos Interactive","Red Tribe","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6055","Tron 2.0: Killer App","Disney Interactive Studios","Climax Group","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6056","The Fast and the Furious","Namco Bandai Games","Eutechnyx","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6057","Vampire Rain: Altered Species","Ignition Entertainment","Artoon","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6058","The History Channel: Battle for the Pacific","Activision","Cauldron Ltd.","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6059","Racing Gears Advance","Zoo Digital Publishing","Orbital Media, Inc.","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6060","Inversion","Namco Bandai Games","Saber Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6061","Need for Speed: Shift","Electronic Arts","Slightly Mad Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"6062","Mercury Meltdown","Atari","Ignition Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6063","Exist Archive: The Other Side of the Sky","Aksys Games","Tri-Ace","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6064","Zoo Tycoon 2","Microsoft Game Studios","Blue Fang Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6065","Brave: A Warrior's Tale","SouthPeak Games","Collision Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6066","Fatal Frame","Tecmo Koei","Tecmo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6067","Urban Chaos: Riot Response","Eidos Interactive","Rocksteady Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6068","Tom Clancy's Ghost Recon: Advanced Warfighter","Ubisoft","Ubisoft Shanghai","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6069","Ivy the Kiwi?","Rising Star Games","Prope","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6070","Resident Evil 2","Capcom","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6071","Catwoman","Electronic Arts","EA Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6072","Top Gun: Hard Lock","505 Games","505 Games","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6073","Warriors Orochi 2","Tecmo Koei","Omega Force","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6074","Mana Khemia: Alchemists of Al-Revis","Nippon Ichi Software","Gust","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6075","Street Fighter V","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6076","Zone of the Enders: The Fist of Mars","Konami Digital Entertainment","WinkySoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6077","MX vs. ATV Supercross Encore","Nordic Games","Rainbow Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6078","Gun Showdown","Activision","Rebellion, Neversoft Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6079","Tiger Woods PGA Tour 08","Electronic Arts","Exient Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6080","Constantine","SCi","Bits Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6081","Tom Clancy's Splinter Cell: Double Agent","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6082","Samurai Shodown Anthology","Ignition Entertainment","SNK Playmore","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6083","S.T.A.L.K.E.R.: Shadow of Chernobyl","THQ","GSC Game World","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6084","Nanostray","Majesco Entertainment","Shin'en","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6085","Samurai Jack: The Shadow of Aku","Sega","Adrenium","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6086","Tropico 5","Kalypso Media","Haemimont","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6087","Rugby World Cup 2015","Ubisoft","HB Studios Multimedia","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6088","Lost Kingdoms II","Activision","From Software","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6089","Aggressive Inline","Acclaim Entertainment","Z-Axis, Ltd.","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6090","Viewtiful Joe: Red Hot Rumble","Capcom","Clover Studio","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6091","Blade Dancer: Lineage of Light","Atari","Hit Maker","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6092","X-Men: Destiny","Activision","Silicon Knights","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6093","The Sims 2: University","Electronic Arts","Maxis","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6094","Generation of Chaos","Midas Interactive Entertainment","Idea Factory","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6095","Pump It Up: Exceed","Mastiff","Andamiro U.S.A. Corp.","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6096","Tokyo Twilight Ghost Hunters","Aksys Games","TOYBOX","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6097","MotorStorm RC","Sony Computer Entertainment","Evolution Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6098","Harry Potter and the Sorcerer's Stone","Electronic Arts","KnowWonder","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6099","Tom Clancy's Rainbow Six: Critical Hour","Unknown","Ubisoft Quebec","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6100","Scurge: Hive","SouthPeak Games","Orbital Media, Inc.","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6101","Remember Me","Capcom","DONTNOD Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6102","NBA Live 07","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6103","Ride to Hell","Deep Silver","Eutechnyx, Deep Silver","Puntajes Cr?ticos muy bajo","Puntajes usuarios muy bajo"
"6104","The Saboteur","Electronic Arts","Pandemic Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6105","Hail to the Chimp","Gamecock","Wideload Games Inc.","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6106","Tom Clancy's Rainbow Six 3","Ubisoft","Ubisoft Shanghai","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6107","Rocket League","505 Games","Psyonix","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6108","V-Rally 3","Atari","Eden Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6109","Mirror's Edge","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6110","Titan Quest","THQ","Iron Lore Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6111","Amazing Island","Sega","Hitmaker","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6112","Izuna 2: The Unemployed Ninja Returns","Success","Ninja Studio","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6113","Gothic 3","JoWood Productions","Piranha Bytes","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6114","7 Days to Die","Telltale Games","The Fun Pimps Entertainment LLC","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6115","Alvin and the Chipmunks","Eidos Interactive","Sensory Sweep","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6116","Final Fight: Streetwise","Capcom","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6117","Speed Kings","Acclaim Entertainment","Climax Group","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6118","Rebelstar: Tactical Command","Atari","Codo Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6119","F1 2010","Codemasters","Codemasters Birmingham","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6120","Gladiator: Sword of Vengeance","Acclaim Entertainment","Acclaim Studios Manchester","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6121","Bombastic","Capcom","Shift","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6122","Coraline","D3Publisher","Papaya Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6123","Wing Commander: Prophecy","Destination Software, Inc","Raylight Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6124","Marc Ecko's Getting Up: Contents Under Pressure","Atari","Double Helix Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6125","Captain America: Super Soldier","Sega","High Voltage Software","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6126","Sega Soccer Slam","Sega","Black Box","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6127","Enemy Front","City Interactive","CI Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6128","Front Mission Evolved","Square Enix","Double Helix Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6129","Dynasty Warriors 5","Tecmo Koei","Omega Force","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6130","Murdered: Soul Suspect","Square Enix","Airtight Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6131","Rez","Sony Computer Entertainment","UGA","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6132","Neverland Card Battles","Idea Factory","Idea Factory","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6133","Lufia: The Ruins of Lore","Taito","Taito Corporation","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6134","UEFA Euro 2004: Portugal","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6135","Airline Tycoon 2","Kalypso Media","Kalypso","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6136","Medabots: Infinity","Ubisoft","Imagineer","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6137","IL-2 Sturmovik: Cliffs of Dover","Ubisoft","1C: Maddox Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6138","NFL Blitz Pro","Midway Games","Midway","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6139","Black Sigil: Blade of the Exiled","Graffiti","Studio Archcraft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6140","Death Jr. II: Root of Evil","Konami Digital Entertainment","Backbone Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6141","Wakeboarding Unleashed Featuring Shaun Murray","Activision","Shaba Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6142","Mighty No. 9","Deep Silver","Inti Creates","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6143","Samurai Champloo: Sidetracked","Namco Bandai Games","Grasshopper Manufacture","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6144","Drill Dozer","Unknown","Game Freak","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6145","Medal of Honor: Airborne","Electronic Arts","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6146","Men of War: Assault Squad","1C Company","THQ, 1C, 1C Company","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6147","Rhapsody: A Musical Adventure","Nippon Ichi Software","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6148","Dead Island Definitive Collection","Deep Silver","Techland","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6149","PAC-MAN and the Ghostly Adventures","Namco Bandai Games","Namco Bandai Games, Monkey Bar Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6150","Virtua Striker 2002","Sega","Amusement Vision","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6151","UEFA Champions League 2006-2007","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6152","F1 2015","Codemasters","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6153","Aliens in the Attic","Playlogic Game Factory","Engine Software","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6154","Hunted: The Demon's Forge","Bethesda Softworks","InXile Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6155","Otogi 2: Immortal Warriors","Sega","From Software","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6156","Legend of Kay","JoWood Productions","Neon Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6157","Lucha Libre AAA: Heroes del Ring","Konami Digital Entertainment","Immersion Software & Graphics","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6158","Piglet's Big Game","Gotham Games","Doki Denki","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6159","Tom Clancy's HAWX 2","Ubisoft","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6160","Fallout: Brotherhood of Steel","Avalon Interactive","Interplay","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6161","IndyCar Series","Codemasters","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6162","Killing Floor 2","Tripwire Interactive","Tripwire Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6163","Ferrari F355 Challenge","Sony Computer Entertainment","Sega AM2","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6164","Mortal Kombat X","Warner Bros. Interactive Entertainment","High Voltage Software","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6165","Cities in Motion","Paradox Interactive","Colossal Order","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6166","Shifters","3DO","3DO","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6167","Bladestorm: Nightmare","Tecmo Koei","Omega Force","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6168","TNA iMPACT: Cross the Line","SouthPeak Games","Point of View","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6169","Sacred 3","Deep Silver","Deep Silver","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6170","Venetica","DTP Entertainment","Deck 13","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6171","Operation Flashpoint: Dragon Rising","Codemasters","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6172","Wasteland 2","Deep Silver","InXile Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6173","MorphX","505 Games","Buka Entertainment, Targem Games","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6174","Sigma Star Saga","Atari","WayForward","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6175","FIFA Soccer 2004","Electronic Arts","Exient Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6176","Disney's Party","Electronic Arts","Neverland","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6177","The Bureau: XCOM Declassified","Take-Two Interactive","2K Marin","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6178","Nanostray 2","Codemasters","Shin'en","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6179","Dokapon Journey","Sting","Suzak","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6180","Metal Slug Anthology","Ignition Entertainment","Terminal Reality","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6181","Back to the Future: The Game","Telltale Games","Iron Galaxy Studios","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6182","Phantom Crash","Phantagram","Genki","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6183","Yanya Caballista: City Skater","Tecmo Koei","Cave","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6184","The Typing of the Dead","Sega","Smilebit","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6185","Jenga World Tour","Atari","Atomic Planet Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6186","Tenchu: Dark Secret","From Software","From Software","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6187","Shrek Super Party","TDK Mediactive","Mass Media","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6188","Second Sight","Codemasters","Free Radical Design","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6189","Rave Master","Konami Digital Entertainment","Konami","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6190","Bejeweled Twist","PopCap Games","PopCap","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6191","GRID","Codemasters","Firebrand Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6192","Steins;Gate 0","PQube","5pb","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6193","Ivy the Kiwi?","Rising Star Games","Prope","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6194","Hail to the Chimp","Gamecock","Wideload Games Inc.","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6195","Alias","Acclaim Entertainment","Acclaim Studios Cheltenham","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6196","OutRun 2006: Coast 2 Coast","Sega","Sumo Digital","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6197","Arx Fatalis","Mindscape","Arkane Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6198","Zumba Fitness Core","505 Games","Zoe Mode","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6199","Guilty Gear Dust Strikers","Majesco Entertainment","Arc System Works","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6200","Dark Summit","THQ","Radical Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6201","Star Wars: Republic Commando","LucasArts","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6202","The Lost Vikings","Activision","Mass Media","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6203","Plants vs. Zombies","PopCap Games","PopCap","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6204","Secret Files: Tunguska","Deep Silver","10tacle Studios, Fusionsphere Systems","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6205","Stretch Panic","Midas Interactive Entertainment","Treasure","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6206","PQ2: Practical Intelligence Quotient","D3Publisher","Now Production","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6207","Metroid Prime: Federation Force","Nintendo","Next Level Games, Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6208","DiRT 2","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6209","Payday 2","505 Games","Overkill Software","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6210","Woody Woodpecker: Escape from Buzz Buzzard Park","DreamCatcher Interactive","EKO Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6211","Furu Furu Park","Taito","Taito Corporation, 505 Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6212","Hatsune Miku: Project Diva X","Sega","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6213","Whirl Tour","Vivendi Games","Papaya Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6214","Grand Ages: Medieval","Kalypso Media","Gaming Minds Studios","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6215","Saints Row: Gat out of Hell","Deep Silver","Volition Inc.","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6216","Stunt GP","Titus","Team 17","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6217","Plants vs. Zombies: Garden Warfare 2","Electronic Arts","PopCap","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6218","Singularity","Mastertronic","Raven Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6219","NASCAR Heat Evolution","Dusenberry Martin Racing","Dusenberry Martin Racing","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6220","Ms Saga: A New Dawn","Namco Bandai Games","Bandai","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6221","Child of Light","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6222","GrimGrimoire","Tecmo Koei","Vanilla Ware","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6223","Deadliest Catch: Alaskan Storm","Navarre Corp","Liquid Dragon Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6224","Crime Life: Gang Wars","Konami Digital Entertainment","Hothouse Creations","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6225","Rugby 2005","Electronic Arts","HB Studios Multimedia","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6226","Warhammer 40,000: Dawn of War","THQ","Relic","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6227","Rock 'N Roll Racing","Activision","Mass Media","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6228","Silhouette Mirage","ESP","Treasure","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6229","Dynasty Warriors Vol. 2","Tecmo Koei","Omega Force","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6230","Freelancer","Microsoft Game Studios","Digital Anvil","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6231","LEGO Indiana Jones 2: The Adventure Continues","Activision","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6232","Rugby 06","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6233","Fatal Frame II: Crimson Butterfly Director's Cut","Microsoft Game Studios","Tecmo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6234","2002 FIFA World Cup","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6235","The Lord of the Rings: The Battle for Middle-Earth II","Electronic Arts","EA LA","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6236","Need for Speed Carbon","Electronic Arts","Black Box","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6237","Colin McRae Rally 2005","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6238","Saiyuki: Journey West","Tecmo Koei","Koei","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6239","Empire Earth","Vivendi Games","Stainless Steel Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6240","DuckTales: Remastered","Capcom","WayForward","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6241","Worms Reloaded","Team17 Software","Team 17","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6242","StarCraft","Activision","Blizzard Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6243","World Championship Pool 2004","Jaleco","Blade Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6244","B-Boy","Sony Computer Entertainment","FreeStyleGames","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6245","Kakuto Chojin","Microsoft Game Studios","DreamFactory","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6246","Need for Speed Underground","Electronic Arts","Black Box","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6247","Moon","Mastiff","Renegade Kid","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6248","Snoopy vs the Red Baron","Namco Bandai Games","Smart Bomb Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6249","Virtua Tennis 3","Sega","Sumo Digital","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6250","Raze's Hell","Majesco Entertainment","Artech Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6251","Far Cry","Ubisoft","Crytek","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6252","Hoshigami: Ruining Blue Earth","Max Five","Max Five","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6253","NightCaster II: Equinox","Jaleco","Jaleco Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6254","Ship Simulator Extremes","Paradox Interactive","VSTEP","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6255","Time Crisis: Project Titan","Namco Bandai Games","Flying Tiger Development","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6256","Ys: The Ark of Napishtim","Konami Digital Entertainment","Konami Software Shanghai","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6257","Pro Evolution Soccer 2017","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6258","FIFA Soccer 10","Electronic Arts","EA Sports","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6259","Tom Clancy's Rainbow Six: Lockdown","Ubisoft","Red Storm Entertainment, Ubisoft Montreal","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6260","The Sims","Electronic Arts","Maxis","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6261","FIFA Manager 12","Electronic Arts","Bright Future GmbH","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6262","Gitaroo Man","THQ","Koei/Inis","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6263","Cabela's Trophy Bucks","Activision Value","FUN Labs","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6264","XCOM 2","Take-Two Interactive","Firaxis Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6265","Yaiba: Ninja Gaiden Z","Tecmo Koei","Spark Unlimited, comcept","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6266","Rock of the Dead","Conspiracy Entertainment","Epicenter Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6267","Code Lyoko","Game Factory","DC Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6268","Pool Party","SouthPeak Games","SouthPeak Games","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6269","Rapala Fishing Frenzy 2009","Activision","FUN Labs","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6270","Company of Heroes","THQ","Relic","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
